Movie_Title,Year,Director,Rating,Runtime,Censor,Total_Gross,main_genre
Kal Hee,1989,Hayao Miyazaki,7.8,103,U,$340.23M,Animation
The Little Mermaid,2017,Nora Twomey,7.7,94,U,$0.31M,Animation
Watership Down,2014,Hiromasa Yonebayashi,7.7,103,U,$0.77M,Animation
The Jungle Book,2016,Claude Barras,7.7,66,PG-13,$0.29M,Animation
Snow White and the Seven Dwarfs,2019,Josh Cooley,7.7,100,U,$434.04M,Animation
J'ai perdu mon corps,2012,Rich Moore,7.7,101,U,$189.42M,Animation
Tenki no ko,2015,Mark Osborne,7.7,108,PG,$1.34M,Animation
La tortue rouge,2006,Satoshi Kon,7.7,90,U,$0.88M,Animation
Byôsoku 5 senchimêtoru,2006,Mamoru Hosoda,7.7,98,U,$340.23M,Animation
L'illusionniste,2010,"Directors:Nathan Greno, Byron Howard",7.7,100,U,$200.82M,Animation
The Curse of the Were-Rabbit,2009,Henry Selick,7.7,100,U,$75.29M,Animation
Ice Age,2003,Sylvain Chomet,7.7,80,PG-13,$7.00M,Animation
The Secret of NIMH,2001,Richard Linklater,7.7,99,R,$2.89M,Animation
The Many Adventures of Winnie the Pooh,1999,Trey Parker,7.7,81,A,$52.04M,Animation
Pinocchio,1992,Hayao Miyazaki,7.7,94,U,$340.23M,Animation
Onward,1988,Robert Zemeckis,7.7,104,U,$156.45M,Animation
Sing 2,1973,René Laloux,7.7,72,U,$0.19M,Animation
Koto no ha no niwa,1940,"Directors:James Algar, Samuel Armstrong, Ford Beebe Jr., Norman Ferguson, David Hand, Jim Handley, T. Hee, Wilfred Jackson, Hamilton Luske, Bill Roberts, Paul Satterfield, Ben Sharpsteen",7.7,125,U,$76.41M,Animation
Frozen,2021,"Directors:Michael Rianda, Jeff Rowe",7.6,114,13,$340.23M,Animation
Kokuriko-zaka kara,2016,"Directors:Ron Clements, John Musker, Don Hall, Chris Williams",7.6,107,U,$248.76M,Animation
Luca,2010,Hiromasa Yonebayashi,7.6,94,U,$19.20M,Animation
Inosensu: Innocence,2010,"Directors:Pierre Coffin, Chris Renaud",7.6,95,U,$251.51M,Animation
The Emperor's New Groove,2008,Hayao Miyazaki,7.6,101,U,$15.09M,Animation
The Land Before Time,2009,"Directors:Tomm Moore, Nora Twomey",7.6,71,B,$0.69M,Animation
Yellow Submarine,1998,"Directors:Tony Bancroft, Barry Cook",7.6,88,U,$120.62M,Animation
Alice in Wonderland,1991,Isao Takahata,7.6,119,U,$0.45M,Animation
Shaun the Sheep Movie,1989,"Directors:Ron Clements, John Musker",7.6,83,U,$111.54M,Animation
Finding Dory,1978,"Directors:Martin Rosen, John Hubley",7.6,91,B,$340.23M,Animation
Despicable Me 2,1967,Wolfgang Reitherman,7.6,78,U,$141.84M,Animation
The Simpsons Movie,1937,"Directors:William Cottrell, David Hand, Wilfred Jackson, Larry Morey, Perce Pearce, Ben Sharpsteen",7.6,83,U,$184.93M,Animation
Shrek 2,2019,Jérémy Clapin,7.5,81,B,$340.23M,Animation
Lilo & Stitch,2019,Makoto Shinkai,7.5,112,U,$7.80M,Animation
Corpse Bride,2016,Michael Dudok de Wit,7.5,80,U,$0.92M,Animation
Tarzan,2007,Makoto Shinkai,7.5,63,U,$340.23M,Animation
Heisei tanuki gassen ponpoko,2010,Sylvain Chomet,7.5,90,PG,$2.23M,Animation
The Brave Little Toaster,2005,"Directors:Steve Box, Nick Park",7.5,85,U,$56.11M,Animation
The Last Unicorn,2002,"Directors:Chris Wedge, Carlos Saldanha",7.5,81,U,$176.39M,Animation
One Hundred and One Dalmatians,1982,Don Bluth,7.5,82,U,$10.14M,Animation
Lady and the Tramp,1977,"Directors:John Lounsbery, Wolfgang Reitherman, Ben Sharpsteen",7.5,74,U,$340.23M,Animation
Peter Pan,1973,"Directors:Wolfgang Reitherman, David Hand",7.5,83,U,$32.06M,Animation
Cinderella,1940,"Directors:Norman Ferguson, T. Hee, Wilfred Jackson, Jack Kinney, Hamilton Luske, Bill Roberts, Ben Sharpsteen",7.5,88,7,$84.25M,Animation
Bambi,2020,Dan Scanlon,7.4,102,U,$61.56M,Animation
Wish Dragon,2021,"Directors:Garth Jennings, Christophe Lourdelet",7.4,110,U,$162.79M,Animation
Encanto,2013,Makoto Shinkai,7.4,46,U,$340.23M,Animation
Anomalisa,2013,"Directors:Chris Buck, Jennifer Lee",7.4,102,U,$400.74M,Animation
The Book of Life,2011,Gorô Miyazaki,7.4,91,PG,$1.00M,Animation
Monsters University,2021,Enrico Casarosa,7.4,95,PG,$340.23M,Animation
The Croods,2004,Mamoru Oshii,7.4,100,UA,$1.04M,Animation
Neko no ongaeshi,2000,Mark Dindal,7.4,78,U,$89.30M,Animation
Cars,1988,Don Bluth,7.4,69,U,$48.09M,Animation
Treasure Planet,1968,George Dunning,7.4,90,B,$0.99M,Animation
A Bug's Life,1951,"Directors:Clyde Geronimi, Wilfred Jackson, Hamilton Luske, Jack Kinney",7.4,75,B,$1.07M,Animation
The Great Mouse Detective,2015,"Directors:Mark Burton, Richard Starzak",7.3,85,U,$19.38M,Animation
The Fox and the Hound,2016,"Directors:Andrew Stanton, Angus MacLane",7.3,97,U,$486.30M,Animation
Sleeping Beauty,2013,"Directors:Pierre Coffin, Chris Renaud",7.3,98,U,$368.06M,Animation
Dumbo,2007,David Silverman,7.3,87,U,$183.14M,Animation
The Sea Beast,2004,"Directors:Andrew Adamson, Kelly Asbury, Conrad Vernon",7.3,93,U,$436.47M,Animation
Sing,2002,"Directors:Dean DeBlois, Chris Sanders",7.3,85,U,$145.79M,Animation
Winnie the Pooh,2005,"Directors:Tim Burton, Mike Johnson",7.3,77,U,$53.36M,Animation
Arthur Christmas,1999,"Directors:Chris Buck, Kevin Lima",7.3,88,U,$171.09M,Animation
Brave,1997,"Directors:Ron Clements, John Musker",7.3,93,U,$99.05M,Animation
The Princess and the Frog,1994,Isao Takahata,7.3,119,U,$340.23M,Animation
Enchanted,1987,Jerry Rees,7.3,90,U,$340.23M,Animation
The SpongeBob SquarePants Movie,1982,"Directors:Jules Bass, Arthur Rankin Jr.",7.3,92,U,$6.46M,Animation
Spirit: Stallion of the Cimarron,1961,"Directors:Clyde Geronimi, Hamilton Luske, Wolfgang Reitherman",7.3,79,U,$144.88M,Animation
Fantasia 2000,1955,"Directors:Clyde Geronimi, Wilfred Jackson, Hamilton Luske, Jack Cutting",7.3,76,G,$93.60M,Animation
The Prince of Egypt,1953,"Directors:Clyde Geronimi, Wilfred Jackson, Hamilton Luske, Jack Kinney",7.3,77,U,$87.40M,Animation
Chicken Run,1950,"Directors:Clyde Geronimi, Wilfred Jackson, Hamilton Luske",7.3,74,G,$85.00M,Animation
Anastasia,1942,"Directors:James Algar, Samuel Armstrong, David Hand, Graham Heid, Bill Roberts, Paul Satterfield, Norman Wright, Arthur Davis, Clyde Geronimi",7.3,69,U,$102.80M,Animation
Balto,2021,Chris Appelhans,7.2,98,7,$340.23M,Animation
The AristoCats,2021,"Directors:Jared Bush, Byron Howard, Charise Castro Smith",7.2,102,U,$96.09M,Animation
The Sword in the Stone,2015,"Directors:Duke Johnson, Charlie Kaufman",7.2,90,R,$3.76M,Animation
Turning Red,2014,Jorge R. Gutiérrez,7.2,95,PG,$50.15M,Animation
Ron's Gone Wrong,2013,Dan Scanlon,7.2,104,U,$268.49M,Animation
Abominable,2013,"Directors:Kirk DeMicco, Chris Sanders",7.2,98,U,$187.17M,Animation
Ralph Breaks the Internet,2002,Hiroyuki Morita,7.2,75,G,$340.23M,Animation
Chip 'n Dale: Rescue Rangers,2006,"Directors:John Lasseter, Joe Ranft",7.2,117,U,$244.08M,Animation
The Peanuts Movie,2002,"Directors:Ron Clements, John Musker",7.2,95,PG,$38.18M,Animation
ParaNorman,1998,"Directors:John Lasseter, Andrew Stanton",7.2,95,U,$162.80M,Animation
Hotel Transylvania,1986,"Directors:Ron Clements, Burny Mattinson, David Michener, John Musker",7.2,74,U,$38.60M,Animation
A Scanner Darkly,1981,"Directors:Ted Berman, Richard Rich, Art Stevens, David Hand, Wolfgang Reitherman",7.2,83,U,$63.46M,Animation
The Hunchback of Notre Dame,1959,"Directors:Les Clark, Clyde Geronimi, Eric Larson, Wolfgang Reitherman, Hamilton Luske",7.2,75,U,$51.60M,Animation
Bedknobs and Broomsticks,1941,"Directors:Samuel Armstrong, Norman Ferguson, Wilfred Jackson, Jack Kinney, Bill Roberts, Ben Sharpsteen, John Elliotte",7.2,64,G,$1.60M,Animation
The Croods: A New Age,2022,Chris Williams,7.1,115,UA 7+,$340.23M,Animation
Rio,2016,"Directors:Garth Jennings, Christophe Lourdelet",7.1,108,U,$270.40M,Animation
Frankenweenie,2011,"Directors:Stephen J. Anderson, Don Hall",7.1,63,B,$26.69M,Animation
Ice Age: Dawn of the Dinosaurs,2011,"Directors:Sarah Smith, Barry Cook",7.1,97,U,$46.46M,Animation
Cloudy with a Chance of Meatballs,2012,"Directors:Mark Andrews, Brenda Chapman, Steve Purcell",7.1,93,U,$237.28M,Animation
Madagascar,2009,"Directors:Ron Clements, John Musker",7.1,97,B,$104.40M,Animation
The Road to El Dorado,2007,Kevin Lima,7.1,107,U,$127.81M,Animation
A Goofy Movie,2004,"Directors:Stephen Hillenburg, Mark Osborne",7.1,87,U,$85.42M,Animation
An American Tail,2002,"Directors:Kelly Asbury, Lorna Cook",7.1,83,U,$73.28M,Animation
The Rescuers,1999,"Directors:James Algar, Gaëtan Brizzi, Paul Brizzi, Hendel Butoy, Francis Glebas, Eric Goldberg, Don Hahn, Pixote Hunt",7.1,75,B,$60.66M,Animation
The Bad Guys,1998,"Directors:Brenda Chapman, Steve Hickner, Simon Wells",7.1,99,UA,$101.22M,Animation
Storks,2000,"Directors:Peter Lord, Nick Park",7.1,84,U,$106.83M,Animation
Frozen II,1997,"Directors:Don Bluth, Gary Goldman",7.1,94,B,$58.41M,Animation
Madagascar 3: Europe's Most Wanted,1995,Simon Wells,7.1,78,U,$11.35M,Animation
A Christmas Carol,1970,Wolfgang Reitherman,7.1,78,U,$37.68M,Animation
Mr. Peabody & Sherman,1963,"Directors:Wolfgang Reitherman, Clyde Geronimi, David Hand",7.1,79,U,$22.18M,Animation
The Boxtrolls,2022,Domee Shi,7,100,UA 7+,$340.23M,Animation
Horton Hears a Who!,2021,"Directors:Sarah Smith, Jean-Philippe Vine, Octavio E. Rodriguez",7,107,U,$340.23M,Animation
Ice Age: The Meltdown,2019,"Directors:Jill Culton, Todd Wilderman",7,97,U,$60.72M,Animation
Bolt,2018,"Directors:Phil Johnston, Rich Moore",7,112,U,$201.09M,Animation
Meet the Robinsons,2022,Akiva Schaffer,7,97,UA 7+,$340.23M,Animation
Brother Bear,2015,Steve Martino,7,88,G,$130.18M,Animation
Beavis and Butt-Head Do America,2012,"Directors:Chris Butler, Sam Fell",7,92,UA,$56.00M,Animation
The Rescuers Down Under,2012,Genndy Tartakovsky,7,91,UA,$148.31M,Animation
DuckTales the Movie: Treasure of the Lost Lamp,2006,Richard Linklater,7,100,R,$5.50M,Animation
Missing Link,1996,"Directors:Gary Trousdale, Kirk Wise",7,91,U,$100.14M,Animation
Mary Poppins Returns,1971,"Directors:Robert Stevenson, Ward Kimball",7,117,B,$18.53M,Animation
Cars 3,2020,Joel Crawford,6.9,95,UA,$58.57M,Animation
Ferdinand,2011,Carlos Saldanha,6.9,96,U,$143.62M,Animation
The Good Dinosaur,2012,Tim Burton,6.9,87,U,$35.29M,Animation
The Pirates! In an Adventure with Scientists!,2009,"Directors:Carlos Saldanha, Michael Thurmeier",6.9,94,U,$196.57M,Animation
Surf's Up,2009,"Directors:Phil Lord, Christopher Miller",6.9,90,U,$124.87M,Animation
Over the Hedge,2005,"Directors:Eric Darnell, Tom McGrath",6.9,86,U,$193.60M,Animation
Sinbad: Legend of the Seven Seas,2000,"Directors:Bibo Bergeron, Don Paul, Jeffrey Katzenberg",6.9,89,U,$50.86M,Animation
James and the Giant Peach,1995,Kevin Lima,6.9,78,U,$35.35M,Animation
Pocahontas,1986,Don Bluth,6.9,80,B,$47.48M,Animation
All Dogs Go to Heaven,1977,"Directors:John Lounsbery, Wolfgang Reitherman, Art Stevens",6.9,78,B,$71.22M,Animation
Smallfoot,2022,Pierre Perifel,6.8,100,U,$340.23M,Animation
Minions: The Rise of Gru,2019,Jon Favreau,6.8,118,U,$543.64M,Animation
Hotel Transylvania 2,2016,"Directors:Nicholas Stoller, Doug Sweetland",6.8,87,7,$72.68M,Animation
Home,2019,"Directors:Chris Buck, Jennifer Lee",6.8,103,U,$477.37M,Animation
Penguins of Madagascar,2012,"Directors:Eric Darnell, Tom McGrath, Conrad Vernon",6.8,95,U,$216.39M,Animation
Madagascar: Escape 2 Africa,2009,Robert Zemeckis,6.8,96,U,$137.86M,Animation
Puss in Boots,2014,Rob Minkoff,6.8,92,U,$111.51M,Animation
Monster House,2014,"Directors:Graham Annable, Anthony Stacchi",6.8,96,PG,$50.84M,Animation
The Polar Express,2008,"Directors:Jimmy Hayward, Steve Martino",6.8,86,U,$154.53M,Animation
Antz,2006,Carlos Saldanha,6.8,91,U,$195.33M,Animation
Oliver & Company,2008,"Directors:Byron Howard, Chris Williams",6.8,96,U,$114.05M,Animation
Heavy Metal,2007,Stephen J. Anderson,6.8,95,U,$97.82M,Animation
The Secret Life of Pets,2003,"Directors:Aaron Blaise, Robert Walker",6.8,85,U,$85.34M,Animation
Ice Age: Continental Drift,1996,"Directors:Mike Judge, Mike de Seve, Brian Mulroney, Yvette Kaplan",6.8,81,PG-13,$63.07M,Animation
Hoodwinked!,1990,"Directors:Hendel Butoy, Mike Gabriel",6.8,77,B,$27.93M,Animation
Space Jam,1990,Bob Hathcock,6.8,74,B,$18.12M,Animation
FernGully: The Last Rainforest,2019,Chris Butler,6.7,93,PG,$16.65M,Animation
The Secret Life of Pets 2,2018,Rob Marshall,6.7,130,U,$171.96M,Animation
Minions,2017,Brian Fee,6.7,102,U,$152.90M,Animation
Turbo,2017,Carlos Saldanha,6.7,108,UA,$84.41M,Animation
Trolls,2015,Peter Sohn,6.7,93,U,$123.09M,Animation
The Lorax,2012,"Directors:Peter Lord, Jeff Newitt",6.7,88,U,$31.05M,Animation
Happy Feet,2007,"Directors:Ash Brannon, Chris Buck",6.7,85,PG,$58.87M,Animation
Robots,2006,"Directors:Tim Johnson, Karey Kirkpatrick",6.7,83,U,$155.02M,Animation
Dinosaur,2003,"Directors:Patrick Gilmore, Tim Johnson",6.7,88,U,$26.48M,Animation
The Swan Princess,1996,Henry Selick,6.7,79,U,$28.93M,Animation
An American Tail: Fievel Goes West,1995,"Directors:Mike Gabriel, Eric Goldberg",6.7,81,U,$141.60M,Animation
Hotel Transylvania 3: Summer Vacation,1989,"Directors:Don Bluth, Gary Goldman, Dan Kuenster",6.7,84,U,$27.10M,Animation
The Boss Baby,2018,"Directors:Karey Kirkpatrick, Jason Reisig",6.6,96,U,$83.24M,Animation
The Grinch,2022,"Directors:Kyle Balda, Brad Ableson, Jonathan del Val",6.6,87,U,$340.23M,Animation
Rio 2,2015,Genndy Tartakovsky,6.6,89,U,$169.70M,Animation
Cloudy with a Chance of Meatballs 2,2015,Tim Johnson,6.6,94,U,$177.40M,Animation
Shrek Forever After,2014,"Directors:Eric Darnell, Simon J. Smith",6.6,92,PG,$83.35M,Animation
Gedo senki,2008,"Directors:Eric Darnell, Tom McGrath",6.6,89,U,$180.01M,Animation
Despicable Me 3,2011,Chris Miller,6.6,90,U,$149.26M,Animation
Cars 2,2006,Gil Kenan,6.6,91,UA,$73.66M,Animation
The Lord of the Rings,2004,Robert Zemeckis,6.6,100,U,$183.37M,Animation
Sausage Party,1998,"Directors:Eric Darnell, Tim Johnson",6.6,83,U,$90.76M,Animation
The Tale of Despereaux,1988,George Scribner,6.6,74,U,$74.15M,Animation
Shrek the Third,1981,"Directors:Gerald Potterton, John Bruno, John Halas, Julian Harris, Jimmy T. Murakami, Barrie Nelson, Paul Sabella, Jack Stokes, Pino Van Lamsweerde, Harold Whitaker",6.6,86,A,$340.23M,Animation
Open Season,2016,Chris Renaud,6.5,87,UA,$368.38M,Animation
Bee Movie,2012,"Directors:Steve Martino, Michael Thurmeier",6.5,88,U,$161.32M,Animation
Hotel Transylvania: Transformania,2005,"Directors:Cory Edwards, Todd Edwards, Tony Leech",6.5,80,U,$51.39M,Animation
The SpongeBob Movie: Sponge Out of Water,1996,Joe Pytka,6.5,88,U,$90.46M,Animation
Planet 51,1992,Bill Kroyer,6.5,76,U,$24.65M,Animation
Arthur et les Minimoys,2019,"Directors:Chris Renaud, Jonathan del Val",6.4,86,U,$158.87M,Animation
Shark Tale,2015,"Directors:Kyle Balda, Pierre Coffin",6.4,91,U,$336.05M,Animation
Gnomeo & Juliet,2013,David Soren,6.4,96,U,$83.03M,Animation
The Addams Family,2016,"Directors:Mike Mitchell, Walt Dohrn",6.4,92,U,$153.71M,Animation
Happy Feet Two,2012,"Directors:Chris Renaud, Kyle Balda",6.4,86,U,$214.03M,Animation
Escape from Planet Earth,2006,"Directors:George Miller, Warren Coleman, Judy Morris",6.4,108,U,$198.00M,Animation
The Ant Bully,2005,"Directors:Chris Wedge, Carlos Saldanha",6.4,91,U,$128.20M,Animation
Looney Tunes: Back in Action,2000,"Directors:Eric Leighton, Ralph Zondag",6.4,82,PG,$137.75M,Animation
The Nut Job,1994,Richard Rich,6.4,93,U,$9.77M,Animation
Planes,1991,"Directors:Phil Nibbelink, Simon Wells",6.4,75,B,$22.17M,Animation
Chicken Little,2018,Genndy Tartakovsky,6.3,97,U,$167.51M,Animation
Ice Age: Collision Course,2017,Tom McGrath,6.3,97,U,$175.00M,Animation
Scoob!,2018,"Directors:Yarrow Cheney, Scott Mosier",6.3,85,U,$270.62M,Animation
Barnyard,2014,Carlos Saldanha,6.3,101,U,$131.54M,Animation
Stuart Little 2,2013,"Directors:Cody Cameron, Kris Pearn",6.3,95,U,$119.79M,Animation
Hop,2010,Mike Mitchell,6.3,95,U,$238.37M,Animation
The Smurfs,2006,Gorô Miyazaki,6.3,115,U,$0.05M,Animation
The Smurfs 2,2017,"Directors:Kyle Balda, Pierre Coffin, Eric Guillon",6.2,89,U,$264.62M,Animation
Tom & Jerry,2011,"Directors:John Lasseter, Bradford Lewis",6.2,106,U,$191.45M,Animation
The Wild,1978,Ralph Bakshi,6.2,132,U,$0.92M,Animation
G-Force,2016,"Directors:Greg Tiernan, Conrad Vernon",6.1,89,A,$97.69M,Animation
Garfield: A Tale of Two Kitties,2008,"Directors:Sam Fell, Robert Stevenhagen",6.1,93,B,$50.88M,Animation
Garfield,2007,"Directors:Chris Miller, Raman Hui",6.1,93,U,$320.71M,Animation
Space Jam: A New Legacy,2006,"Directors:Roger Allers, Jill Culton, Anthony Stacchi",6.1,86,U,$85.11M,Animation
Alvin and the Chipmunks: The Squeakquel,2007,"Directors:Simon J. Smith, Steve Hickner",6.1,91,U,$126.63M,Animation
Alvin and the Chipmunks: Chipwrecked,2022,"Directors:Derek Drymon, Jennifer Kluska",6,87,U,$340.23M,Animation
The Emoji Movie,2015,"Directors:Paul Tibbitt, Mike Mitchell",6,92,PG,$162.99M,Animation
"Il buono, il brutto, il cattivo",2009,"Directors:Jorge Blanco, Javier Abad, Marcos Martínez",6,91,PG,$42.09M,Animation
Once Upon a Time in the West,2006,Luc Besson,6,94,U,$15.13M,Animation
Django Unchained,2004,"Directors:Bibo Bergeron, Vicky Jenson, Rob Letterman",6,90,U,$160.86M,Animation
Unforgiven,2011,Kelly Asbury,5.9,84,B,$99.97M,Animation
Per qualche dollaro in più,2019,"Directors:Greg Tiernan, Conrad Vernon",5.8,86,U,$100.04M,Animation
The Treasure of the Sierra Madre,2011,"Directors:George Miller, Gary Eck, David Peers",5.8,117,U,$64.01M,Animation
The Gold Rush,2012,Cal Brunker,5.8,89,PG,$57.01M,Animation
The Man Who Shot Liberty Valance,2006,John A. Davis,5.8,88,U,$28.14M,Animation
Dances with Wolves,2003,"Directors:Joe Dante, Eric Goldberg",5.8,93,U,$20.99M,Animation
Rio Bravo,2014,Peter Lepeniotis,5.7,85,U,$64.25M,Animation
High Noon,2013,Klay Hall,5.7,91,U,$90.29M,Animation
The Searchers,2005,Mark Dindal,5.7,81,7,$135.39M,Animation
The Hateful Eight,2016,"Directors:Michael Thurmeier, Galen T. Chu",5.6,94,U,$64.06M,Animation
The Outlaw Josey Wales,2020,Tony Cervone,5.6,93,7,$2.19M,Animation
Red River,2006,Steve Oedekerk,5.6,90,PG,$72.78M,Animation
Stagecoach,2002,Rob Minkoff,5.5,77,U,$64.96M,Animation
Wind River,2011,Tim Hill,5.4,95,PG,$108.09M,Animation
Blazing Saddles,2011,Raja Gosnell,5.4,103,U,$142.61M,Animation
Hell or High Water,2013,Raja Gosnell,5.3,105,U,$71.02M,Animation
True Grit,2021,Tim Story,5.2,101,U,$340.23M,Animation
McCabe & Mrs. Miller,2006,Steve 'Spaz' Williams,5.2,95,G,$37.38M,Animation
Giù la testa,2009,Hoyt Yeatman,5.1,88,PG,$119.44M,Animation
Little Big Man,2006,"Directors:Tim Hill, Steven Rimdzius",5,82,U,$28.43M,Animation
Giant,2004,Peter Hewitt,5,80,U,$75.37M,Animation
Shane,2021,Malcolm D. Lee,4.5,115,U,$340.23M,Animation
Dead Man,2009,Betty Thomas,4.5,88,U,$219.61M,Animation
Legends of the Fall,2011,Mike Mitchell,4.3,87,U,$133.11M,Animation
Of Mice and Men,2017,Tony Leondis,3.3,86,UA,$86.09M,Animation
Jeremiah Johnson,1966,Sergio Leone,8.8,161,A,$6.10M,Adventure
El Dorado,1968,Sergio Leone,8.5,165,U,$5.32M,Western
Yahsi Bati,2012,Quentin Tarantino,8.4,165,A,$162.81M,Drama
Lone Star,1992,Clint Eastwood,8.2,130,A,$101.16M,Drama
Back to the Future Part III,1965,Sergio Leone,8.2,132,U,$15.00M,Western
High Plains Drifter,1948,John Huston,8.2,126,B,$5.01M,Adventure
The Ballad of Buster Scruggs,1925,Charles Chaplin,8.2,95,B,$5.45M,Adventure
Bacurau,1962,John Ford,8.1,123,U,$340.23M,Drama
The Proposition,1990,Kevin Costner,8,181,U,$184.21M,Adventure
The Three Burials of Melquiades Estrada,1959,Howard Hawks,8,141,B,$12.54M,Western
Pale Rider,1952,Fred Zinnemann,8,85,U,$9.45M,Drama
Il mio nome è Nessuno,1956,John Ford,7.9,119,U,$340.23M,Adventure
Seven Brides for Seven Brothers,2015,Quentin Tarantino,7.8,168,A,$54.12M,Crime
Hostiles,1976,Clint Eastwood,7.8,135,UA,$31.80M,Western
El Topo,1948,"Directors:Howard Hawks, Arthur Rosson",7.8,133,B,$340.23M,Drama
Bone Tomahawk,1939,John Ford,7.8,96,B,$340.23M,Adventure
The Dressmaker,2017,Taylor Sheridan,7.7,107,R,$33.80M,Crime
The Longest Ride,1974,Mel Brooks,7.7,93,A,$119.50M,Comedy
Brimstone,2016,David Mackenzie,7.6,102,R,$26.86M,Crime
Two Mules for Sister Sara,2010,"Directors:Ethan Coen, Joel Coen",7.6,110,16,$171.24M,Drama
Hang 'Em High,1971,Robert Altman,7.6,120,A,$8.20M,Drama
Les frères Sisters,1971,Sergio Leone,7.6,157,A,$0.70M,Drama
Bubba Ho-Tep,1970,Arthur Penn,7.6,139,A,$31.56M,Adventure
Ravenous,1956,George Stevens,7.6,201,U,$340.23M,Drama
The Power of the Dog,1953,George Stevens,7.6,118,B,$20.00M,Drama
City Slickers,1995,Jim Jarmusch,7.5,121,R,$1.04M,Adventure
The Devil's Rejects,1994,Edward Zwick,7.5,133,A,$66.64M,Drama
The Horse Whisperer,1992,Gary Sinise,7.5,115,U,$5.10M,Drama
The Homesman,1972,Sydney Pollack,7.5,108,UA,$47.74M,Adventure
Australia,1966,Howard Hawks,7.5,126,B,$12.97M,Drama
Far and Away,2009,_mer Faruk Sorak,7.4,112,B,$340.23M,Adventure
The Missing,1996,John Sayles,7.4,135,R,$13.27M,Drama
Three Amigos!,1990,Robert Zemeckis,7.4,118,U,$87.73M,Adventure
A Million Ways to Die in the West,1973,Clint Eastwood,7.4,105,A,$15.70M,Drama
Cry Macho,1969,Henry Hathaway,7.4,128,U,$31.13M,Adventure
Wild Wild West,2018,"Directors:Ethan Coen, Joel Coen",7.3,133,18,$340.23M,Comedy
The Ridiculous 6,2019,"Directors:Juliano Dornelles, Kleber Mendonça Filho",7.3,131,B,$340.23M,Adventure
Jonah Hex,2005,John Hillcoat,7.3,104,A,$1.90M,Crime
The Godfather,2005,Tommy Lee Jones,7.3,121,R,$5.02M,Adventure
Aynabaji,1985,Clint Eastwood,7.3,115,UA,$41.41M,Drama
The Godfather Part II,1973,Tonino Valerii,7.3,116,B,$0.39M,Comedy
12 Angry Men,1954,Stanley Donen,7.3,102,B,$9.40M,Comedy
Jai Bhim,2017,Scott Cooper,7.2,134,A,$29.82M,Drama
Pulp Fiction,1970,Alejandro Jodorowsky,7.2,125,A,$0.04M,Drama
Cidade de Deus,2015,S. Craig Zahler,7.1,132,B,$340.23M,Drama
The Green Mile,2015,Jocelyn Moorhouse,7,119,R,$2.02M,Comedy
Se7en,2015,George Tillman Jr.,7,123,UA,$37.45M,Comedy
The Silence of the Lambs,2016,Martin Koolhoven,7,148,R,$340.23M,Drama
The Departed,1970,Don Siegel,7,116,A,$11.50M,Adventure
American History X,1968,Ted Post,7,114,A,$340.23M,Drama
The Usual Suspects,2018,Jacques Audiard,6.9,122,R,$3.14M,Drama
Joker,2002,Don Coscarelli,6.9,92,R,$2.00M,Comedy
Drishyam 2,1999,Antonia Bird,6.9,101,A,$2.06M,Adventure
Tengoku to jigoku,2021,Jane Campion,6.8,126,16,$340.23M,Drama
Witness for the Prosecution,1991,Ron Underwood,6.8,113,B,$124.03M,Comedy
Ratsasan,2005,Rob Zombie,6.7,107,A,$17.04M,Crime
Drishyam,1998,Robert Redford,6.7,169,UA,$75.38M,Drama
Reservoir Dogs,2014,Tommy Lee Jones,6.6,122,R,$2.43M,Drama
Once Upon a Time in America,2008,Baz Luhrmann,6.6,165,UA,$49.55M,Adventure
