Movie_Title,Year,Director,Rating,Runtime(Mins),Censor,Total_Gross,main_genre
The Secret Life of Walter Mitty,2013,Ben Stiller,7.3,114,UA,$58.24M,Adventure
Far from Heaven,2002,Todd Haynes,7.3,107,PG-13,$15.85M,Drama
L'auberge espagnole,2002,Cédric Klapisch,7.3,122,R,$3.90M,Comedy
A Walk to Remember,2002,Adam Shankman,7.3,101,U,$41.23M,Drama
Punch-Drunk Love,2002,Paul Thomas Anderson,7.3,95,R,$17.84M,Comedy
Monsoon Wedding,2001,Mira Nair,7.3,114,A,$13.88M,Comedy
Chocolat,2000,Lasse Hallström,7.3,121,U,$71.51M,Drama
Finding Forrester,2000,Gus Van Sant,7.3,136,U,$66.40M,Drama
Ghost World,2001,Terry Zwigoff,7.3,111,R,$6.22M,Comedy
10 Things I Hate About You,1999,Gil Junger,7.3,97,U,$38.18M,Comedy
Dogma,1999,Kevin Smith,7.3,130,R,$30.65M,Adventure
Carne trémula,1997,Pedro Almodóvar,7.3,103,R,$1.54M,Drama
Jerry Maguire,1996,Cameron Crowe,7.3,139,U,$153.95M,Comedy
Murder in the First,1995,Marc Rocco,7.3,122,R,$17.38M,Drama
Mr. Holland's Opus,1995,Stephen Herek,7.3,143,PG,$82.57M,Drama
Little Women,1994,Gillian Armstrong,7.3,115,U,$50.08M,Drama
The Secret Garden,1993,Agnieszka Holland,7.3,101,B,$31.18M,Drama
Much Ado About Nothing,1993,Kenneth Branagh,7.3,111,U,$22.55M,Comedy
A League of Their Own,1992,Penny Marshall,7.3,128,U,$107.53M,Comedy
Steel Magnolias,1989,Herbert Ross,7.3,117,U,$83.76M,Comedy
Say Anything...,1989,Cameron Crowe,7.3,100,U,$20.78M,Comedy
Driving Miss Daisy,1989,Bruce Beresford,7.3,99,U,$106.59M,Comedy
The Unbearable Lightness of Being,1988,Philip Kaufman,7.3,171,A,$10.01M,Drama
Big,1988,Penny Marshall,7.3,104,U,$114.97M,Comedy
The NeverEnding Story,1984,Wolfgang Petersen,7.3,102,U,$20.16M,Adventure
Possession,1981,Andrzej Zulawski,7.3,124,B,$1.11M,Drama
Excalibur,1981,John Boorman,7.3,140,A,$34.97M,Adventure
Rocky II,1979,Sylvester Stallone,7.3,119,U,$340.23M,Drama
Slap Shot,1977,George Roy Hill,7.3,123,UA,$28.00M,Comedy
Easy Rider,1969,Dennis Hopper,7.3,95,A,$41.73M,Adventure
The French Dispatch,2021,Wes Anderson,7.2,107,A,$340.23M,Comedy
A Quiet Place Part II,2020,John Krasinski,7.2,97,A,$160.07M,Drama
Honey Boy,2019,Alma Har'el,7.2,94,R,$340.23M,Drama
Palmer,2021,Fisher Stevens,7.2,110,A,$340.23M,Drama
Five Feet Apart,2019,Justin Baldoni,7.2,116,UA,$45.73M,Drama
Jolly LLB 2,2017,Subhash Kapoor,7.2,137,UA,$1.63M,Comedy
Una Mujer Fantástica,2017,Sebastián Lelio,7.2,104,A,$2.02M,Drama
The Square,2017,Ruben _stlund,7.2,151,A,$1.50M,Comedy
Christopher Robin,2018,Marc Forster,7.2,104,U,$99.22M,Adventure
The Wife,2017,Björn Runge,7.2,99,UA,$9.60M,Drama
T2 Trainspotting,2017,Danny Boyle,7.2,117,R,$2.40M,Drama
Fences,2016,Denzel Washington,7.2,139,UA,$57.68M,Drama
The Light Between Oceans,2016,Derek Cianfrance,7.2,133,PG-13,$12.55M,Drama
Carol,2015,Todd Haynes,7.2,118,18,$12.71M,Drama
Stuck in Love,2012,Josh Boone,7.2,97,UA 16+,$0.08M,Comedy
Yeh Jawaani Hai Deewani,2013,Ayan Mukerji,7.2,160,UA,$3.83M,Drama
St. Vincent,2014,Theodore Melfi,7.2,102,PG-13,$44.13M,Comedy
Beasts of the Southern Wild,2012,Benh Zeitlin,7.2,93,PG-13,$12.80M,Adventure
Turist,2014,Ruben _stlund,7.2,120,R,$1.36M,Comedy
Ruby Sparks,2012,"Directors:Jonathan Dayton, Valerie Faris",7.2,104,R,$2.54M,Comedy
A Dog's Purpose,2017,Lasse Hallström,7.2,100,U,$64.51M,Adventure
Shame,2011,Steve McQueen,7.2,101,(Banned),$4.00M,Drama
Only Lovers Left Alive,2013,Jim Jarmusch,7.2,123,R,$1.88M,Comedy
The Age of Adaline,2015,Lee Toland Krieger,7.2,112,13,$42.48M,Drama
Beginners,2010,Mike Mills,7.2,105,R,$5.79M,Comedy
The Best Exotic Marigold Hotel,2011,John Madden,7.2,124,UA,$46.41M,Comedy
Kynodontas,2009,Yorgos Lanthimos,7.2,97,B,$0.11M,Drama
The Great Gatsby,2013,Baz Luhrmann,7.2,143,A,$144.84M,Drama
August: Osage County,2013,John Wells,7.2,121,A,$37.74M,Comedy
Crazy Heart,2009,Scott Cooper,7.2,112,R,$39.46M,Drama
Soul Kitchen,2009,Fatih Akin,7.2,99,B,$0.27M,Comedy
Enter the Void,2009,Gaspar Noé,7.2,161,A,$0.34M,Drama
Adam,2009,Max Mayer,7.2,99,PG-13,$2.28M,Comedy
Rab Ne Bana Di Jodi,2008,Aditya Chopra,7.2,167,U,$2.07M,Comedy
Don't Look Up,2021,Adam McKay,7.2,138,18,$340.23M,Comedy
Licorice Pizza,2021,Paul Thomas Anderson,7.2,133,A,$340.23M,Comedy
Los abrazos rotos,2009,Pedro Almodóvar,7.2,127,R,$5.01M,Drama
The Road,2009,John Hillcoat,7.2,111,R,$0.06M,Drama
The Darjeeling Limited,2007,Wes Anderson,7.2,91,R,$11.90M,Adventure
Wristcutters: A Love Story,2006,Goran Dukic,7.2,88,R,$0.32M,Comedy
Peaceful Warrior,2006,Victor Salva,7.2,120,PG-13,$3.96M,Drama
Candy,2006,Neil Armfield,7.2,108,R,$0.04M,Drama
The Secret Life of Bees,2008,Gina Prince-Bythewood,7.2,114,PG-13,$37.77M,Drama
Me and You and Everyone We Know,2005,Miranda July,7.2,91,R,$3.89M,Comedy
"Paris, je t'aime",2006,"Directors:Olivier Assayas, Frédéric Auburtin, Gurinder Chadha, Sylvain Chomet, Ethan Coen, Joel Coen, Isabel Coixet, Wes Craven, Alfonso Cuarón, Gérard Depardieu, Christopher Doyle, Richard LaGravenese, Vincenzo Natali, Alexander Payne, Bruno Podalydès, Walter Salles, Oliver Schmitz, Nobuhiro Suwa, Daniela Thomas, Tom Tykwer, Gus Van Sant",7.2,120,R,$4.86M,Comedy
Bridge to Terabithia,2007,Gabor Csupo,7.2,96,U,$82.27M,Drama
Speak,2004,Jessica Sharzer,7.2,89,PG-13,$340.23M,Drama
Closer,2004,Mike Nichols,7.2,104,A,$33.99M,Drama
The Woodsman,2004,Nicole Kassell,7.2,87,R,$0.04M,Drama
La science des rêves,2006,Michel Gondry,7.2,105,R,$4.66M,Comedy
The Passion of the Christ,2004,Mel Gibson,7.2,127,A,$370.78M,Drama
8 Mile,2002,Curtis Hanson,7.2,110,UA,$116.72M,Drama
The Phantom of the Opera,2004,Joel Schumacher,7.2,143,UA,$51.27M,Drama
About Schmidt,2002,Alexander Payne,7.2,125,U,$65.02M,Drama
Pay It Forward,2000,Mimi Leder,7.2,123,UA,$33.52M,Drama
A.I. Artificial Intelligence,2001,Steven Spielberg,7.2,146,U,$78.62M,Drama
Wonder Boys,2000,Curtis Hanson,7.2,107,R,$19.39M,Comedy
The Virgin Suicides,1999,Sofia Coppola,7.2,97,R,$4.86M,Drama
Sweet and Lowdown,1999,Woody Allen,7.2,95,PG-13,$4.20M,Comedy
Notting Hill,1999,Roger Michell,7.2,124,U,$116.09M,Comedy
Meet Joe Black,1998,Martin Brest,7.2,178,A,$44.62M,Drama
The Full Monty,1997,Peter Cattaneo,7.2,91,UA,$45.95M,Comedy
Chasing Amy,1997,Kevin Smith,7.2,113,R,$12.02M,Comedy
Swingers,1996,Doug Liman,7.2,96,UA,$4.51M,Comedy
Friday,1995,F. Gary Gray,7.2,91,R,$27.47M,Comedy
Muriel's Wedding,1994,P.J. Hogan,7.2,106,R,$15.19M,Comedy
The Hudsucker Proxy,1994,"Directors:Joel Coen, Ethan Coen",7.2,111,PG,$2.87M,Comedy
Arizona Dream,1993,Emir Kusturica,7.2,142,UA,$0.11M,Comedy
The Age of Innocence,1993,Martin Scorsese,7.2,139,U,$32.20M,Drama
Strictly Ballroom,1992,Baz Luhrmann,7.2,94,PG,$11.74M,Comedy
A River Runs Through It,1992,Robert Redford,7.2,123,U,$43.44M,Drama
Bitter Moon,1992,Roman Polanski,7.2,139,R,$1.86M,Drama
Pump Up the Volume,1990,Allan Moyle,7.2,102,UA,$11.54M,Comedy
"Sex, Lies, and Videotape",1989,Steven Soderbergh,7.2,100,A,$24.74M,Drama
Dead Ringers,1988,David Cronenberg,7.2,116,UA,$9.13M,Drama
Broadcast News,1987,James L. Brooks,7.2,133,A,$51.25M,Comedy
A Room with a View,1985,James Ivory,7.2,117,B,$20.97M,Drama
The Dead Zone,1983,David Cronenberg,7.2,103,A,$20.77M,Drama
Somewhere in Time,1980,Jeannot Szwarc,7.2,103,B,$9.71M,Drama
Fahrenheit 451,1966,François Truffaut,7.2,112,U,$340.23M,Drama
Dracula,1958,Terence Fisher,7.2,82,A,$340.23M,Drama
"20,000 Leagues Under the Sea",1954,Richard Fleischer,7.2,127,B,$28.20M,Adventure
An American in Paris,1951,Vincente Minnelli,7.2,114,U,$4.50M,Drama
The King of Staten Island,2020,Judd Apatow,7.1,136,A,$340.23M,Comedy
If Beale Street Could Talk,2018,Barry Jenkins,7.1,119,R,$14.92M,Drama
Creed II,2018,Steven Caple Jr.,7.1,130,UA,$115.72M,Drama
Leave No Trace,2018,Debra Granik,7.1,109,PG,$6.05M,Adventure
45 Years,2015,Andrew Haigh,7.1,95,R,$4.25M,Drama
The Lobster,2015,Yorgos Lanthimos,7.1,119,R,$8.70M,Drama
X+Y,2014,Morgan Matthews,7.1,111,PG-13,$0.14M,Drama
Far from the Madding Crowd,2015,Thomas Vinterberg,7.1,119,PG-13,$12.23M,Drama
Locke,2013,Steven Knight,7.1,85,R,$1.36M,Drama
The Intern,2015,Nancy Meyers,7.1,121,UA,$75.76M,Comedy
The Kings of Summer,2013,Jordan Vogt-Roberts,7.1,95,R,$1.29M,Adventure
The Spectacular Now,2013,James Ponsoldt,7.1,95,A,$6.85M,Drama
Carnage,2011,Roman Polanski,7.1,80,R,$2.55M,Comedy
Margin Call,2011,J.C. Chandor,7.1,107,18,$5.35M,Drama
Win Win,2011,Tom McCarthy,7.1,106,R,$10.18M,Comedy
Les amours imaginaires,2010,Xavier Dolan,7.1,101,B,$0.06M,Drama
The Master,2012,Paul Thomas Anderson,7.1,138,A,$16.38M,Drama
Melancholia,2011,Lars von Trier,7.1,135,U,$3.03M,Drama
Les petits mouchoirs,2010,Guillaume Canet,7.1,154,B,$0.21M,Comedy
Remember Me,2010,Allen Coulter,7.1,113,16,$19.07M,Drama
We Bought a Zoo,2011,Cameron Crowe,7.1,124,PG,$75.62M,Comedy
Never Let Me Go,2010,Mark Romanek,7.1,103,R,$2.43M,Drama
Madres paralelas,2021,Pedro Almodóvar,7.1,123,R,$340.23M,Drama
Runway 34,2022,Ajay Devgn,7.1,145,UA,$340.23M,Drama
The Ides of March,2011,George Clooney,7.1,101,A,$40.96M,Drama
One Night in Miami...,2020,Regina King,7.1,114,18,$340.23M,Drama
De slag om de Schelde,2020,Matthijs van Heijningen Jr.,7.1,124,18,$340.23M,Drama
"Definitely, Maybe",2008,Adam Brooks,7.1,112,UA,$31.97M,Comedy
It's Kind of a Funny Story,2010,"Directors:Anna Boden, Ryan Fleck",7.1,101,16,$6.35M,Comedy
Forgetting Sarah Marshall,2008,Nicholas Stoller,7.1,111,UA,$63.17M,Comedy
The Messenger,2009,Oren Moverman,7.1,113,R,$0.07M,Drama
Everybody's Fine,2009,Kirk Jones,7.1,100,PG-13,$8.86M,Adventure
The Savages,2007,Tamara Jenkins,7.1,114,R,$6.61M,Comedy
Brothers,2009,Jim Sheridan,7.1,105,UA,$28.50M,Drama
Bakjwi,2009,Park Chan-wook,7.1,134,R,$0.30M,Drama
Vicky Cristina Barcelona,2008,Woody Allen,7.1,96,A,$23.22M,Comedy
Things We Lost in the Fire,2007,Susanne Bier,7.1,118,R,$3.29M,Drama
Gwoemul,2006,Bong Joon Ho,7.1,120,UA,$2.20M,Drama
Half Nelson,2006,Ryan Fleck,7.1,106,A,$2.69M,Drama
Cashback,2006,Sean Ellis,7.1,102,A,$0.02M,Comedy
The Time Traveler's Wife,2009,Robert Schwentke,7.1,107,A,$63.41M,Comedy
A Love Song for Bobby Long,2004,Shainee Gabel,7.1,119,R,$0.16M,Drama
The Dreamers,2003,Bernardo Bertolucci,7.1,115,A,$2.53M,Drama
Monster's Ball,2001,Marc Forster,7.1,111,UA,$31.25M,Drama
White Oleander,2002,Peter Kosminsky,7.1,109,UA,$16.35M,Drama
About a Boy,2002,"Directors:Chris Weitz, Paul Weitz",7.1,101,U,$41.39M,Comedy
Lucía y el sexo,2001,Julio Medem,7.1,128,A,$1.49M,Drama
The Believer,2001,Henry Bean,7.1,98,R,$0.41M,Drama
Wag the Dog,1997,Barry Levinson,7.1,97,R,$43.02M,Comedy
Beautiful Girls,1996,Ted Demme,7.1,112,R,$10.60M,Comedy
Four Weddings and a Funeral,1994,Mike Newell,7.1,117,A,$52.70M,Comedy
Mrs. Doubtfire,1993,Chris Columbus,7.1,125,U,$219.20M,Comedy
Benny & Joon,1993,Jeremiah S. Chechik,7.1,98,UA,$23.20M,Comedy
Ghost,1990,Jerry Zucker,7.1,127,A,$217.63M,Drama
Moonstruck,1987,Norman Jewison,7.1,102,UA,$80.64M,Comedy
Nineteen Eighty-Four,1984,Michael Radford,7.1,113,A,$8.40M,Drama
The Big Chill,1983,Lawrence Kasdan,7.1,105,U,$56.20M,Comedy
The World According to Garp,1982,George Roy Hill,7.1,136,B,$29.71M,Comedy
Fast Times at Ridgemont High,1982,Amy Heckerling,7.1,90,UA,$27.09M,Comedy
Catch-22,1970,Mike Nichols,7.1,122,A,$24.91M,Comedy
Grave,2016,Julia Ducournau,7,99,A,$0.51M,Drama
Er ist wieder da,2015,David Wnendt,7,116,B,$340.23M,Comedy
To All the Boys I've Loved Before,2018,Susan Johnson,7,99,13,$340.23M,Comedy
American Honey,2016,Andrea Arnold,7,163,R,$0.66M,Adventure
The Little Death,2014,Josh Lawson,7,96,B,$0.02M,Comedy
The One I Love,2014,Charlie McDowell,7,91,R,$0.51M,Comedy
Fathers & Daughters,2015,Gabriele Muccino,7,116,A,$340.23M,Drama
Enough Said,2013,Nicole Holofcener,7,93,PG-13,$17.54M,Comedy
Aashiqui 2,2013,Mohit Suri,7,132,U,$340.23M,Drama
Holy Motors,2012,Leos Carax,7,115,B,$340.23M,Drama
The Upside,2017,Neil Burger,7,126,PG-13,$108.25M,Comedy
Now Is Good,2012,Ol Parker,7,103,PG-13,$340.23M,Drama
People Like Us,2012,Alex Kurtzman,7,114,PG-13,$12.41M,Comedy
One Day,2011,Lone Scherfig,7,107,A,$13.84M,Drama
Perfect Sense,2011,David Mackenzie,7,92,R,$0.00M,Drama
Passengers,2016,Morten Tyldum,7,116,UA,$100.01M,Drama
Easy A,2010,Will Gluck,7,92,A,$58.40M,Comedy
Away We Go,2009,Sam Mendes,7,98,R,$9.45M,Adventure
Demolition,2015,Jean-Marc Vallée,7,101,16,$1.98M,Comedy
Pieces of a Woman,2020,Kornél Mundruczó,7,126,18,$340.23M,Drama
Two Lovers,2008,James Gray,7,110,R,$3.15M,Drama
Thappad,2020,Anubhav Sinha,7,142,U,$340.23M,Drama
Happy-Go-Lucky,2008,Mike Leigh,7,118,R,$3.49M,Comedy
A Serious Man,2009,"Directors:Ethan Coen, Joel Coen",7,106,R,$9.19M,Drama
Rabbit Hole,2010,John Cameron Mitchell,7,91,PG-13,$2.23M,Drama
Suite Française,2014,Saul Dibb,7,107,B,$340.23M,Drama
The Kids Are All Right,2010,Lisa Cholodenko,7,106,R,$20.81M,Comedy
Marley & Me,2008,David Frankel,7,111,UA,$143.15M,Comedy
We Are Marshall,2006,McG,7,131,U,$43.55M,Drama
Angel-A,2005,Luc Besson,7,91,R,$0.20M,Comedy
Waitress,2007,Adrienne Shelly,7,108,PG-13,$19.07M,Comedy
P.S. I Love You,2007,Richard LaGravenese,7,126,A,$53.70M,Comedy
Hard Candy,2005,David Slade,7,104,A,$1.01M,Drama
The Merchant of Venice,2004,Michael Radford,7,131,R,$3.77M,Drama
Coffee and Cigarettes,2003,Jim Jarmusch,7,95,UA,$1.97M,Comedy
An Unfinished Life,2005,Lasse Hallström,7,108,PG-13,$8.59M,Drama
If Only,2004,Gil Junger,7,92,PG-13,$340.23M,Comedy
The Quiet American,2002,Phillip Noyce,7,101,U,$12.99M,Drama
Mohabbatein,2000,Aditya Chopra,7,216,U,$340.23M,Musical
Tigerland,2000,Joel Schumacher,7,101,A,$0.14M,Drama
Ever After,1998,Andy Tennant,7,121,U,$65.71M,Comedy
Kids,1995,Larry Clark,7,91,A,$7.42M,Drama
Grumpy Old Men,1993,Donald Petrie,7,103,UA,$70.17M,Comedy
My Own Private Idaho,1991,Gus Van Sant,7,104,R,$6.40M,Drama
Parenthood,1989,Ron Howard,7,124,A,$100.05M,Comedy
Some Kind of Wonderful,1987,Howard Deutch,7,95,B,$18.55M,Drama
Dirty Dancing,1987,Emile Ardolino,7,100,U,$0.62M,Drama
The Color of Money,1986,Martin Scorsese,7,119,A,$52.29M,Drama
An Officer and a Gentleman,1982,Taylor Hackford,7,124,A,$129.80M,Drama
The Way We Were,1973,Sydney Pollack,7,118,U,$340.23M,Drama
The Half of It,2020,Alice Wu,6.9,104,13,$340.23M,Comedy
Climax,2018,Gaspar Noé,6.9,97,A,$0.80M,Drama
Blinded by the Light,2019,Gurinder Chadha,6.9,118,PG-13,$11.90M,Comedy
Last Flag Flying,2017,Richard Linklater,6.9,125,R,$0.97M,Comedy
Sorry to Bother You,2018,Boots Riley,6.9,112,UA 16+,$17.49M,Comedy
The Meyerowitz Stories (New and Selected),2017,Noah Baumbach,6.9,112,B,$340.23M,Comedy
Swiss Army Man,2016,"Directors:Dan Kwan, Daniel Scheinert",6.9,97,R,$4.21M,Comedy
Finch,2021,Miguel Sapochnik,6.9,115,UA 13+,$340.23M,Adventure
Crazy Rich Asians,2018,Jon M. Chu,6.9,120,UA,$174.53M,Comedy
Camp X-Ray,2014,Peter Sattler,6.9,117,R,$0.01M,Drama
2 States,2014,Abhishek Varman,6.9,149,UA,$2.22M,Comedy
A Girl Walks Home Alone at Night,2014,Ana Lily Amirpour,6.9,101,B,$340.23M,Drama
Labor Day,2013,Jason Reitman,6.9,111,UA 16+,$13.36M,Drama
Nymphomaniac: Vol. I,2013,Lars von Trier,6.9,117,B,$0.79M,Drama
Safety Not Guaranteed,2012,Colin Trevorrow,6.9,86,R,$4.01M,Adventure
Trolljegeren,2010,André _vredal,6.9,103,PG-13,$0.25M,Drama
Cinderella,2015,Kenneth Branagh,6.9,105,U,$201.15M,Adventure
Hector and the Search for Happiness,2014,Peter Chelsom,6.9,120,R,$1.12M,Adventure
Frank,2014,Lenny Abrahamson,6.9,95,R,$0.64M,Comedy
Another Earth,2011,Mike Cahill,6.9,92,PG-13,$1.32M,Drama
Hesher,2010,Spencer Susser,6.9,106,R,$0.38M,Drama
World's Greatest Dad,2009,Bobcat Goldthwait,6.9,99,R,$0.22M,Comedy
Whip It,2009,Drew Barrymore,6.9,111,PG-13,$13.04M,Drama
The Wackness,2008,Jonathan Levine,6.9,99,R,$2.08M,Comedy
Water for Elephants,2011,Francis Lawrence,6.9,122,A,$58.71M,Drama
Ma Rainey's Black Bottom,2020,George C. Wolfe,6.9,94,16,$340.23M,Drama
Black Snake Moan,2006,Craig Brewer,6.9,116,R,$9.40M,Drama
The Devil Wears Prada,2006,David Frankel,6.9,109,UA,$124.74M,Comedy
Charlie Bartlett,2007,Jon Poll,6.9,97,R,$3.95M,Comedy
A Good Year,2006,Ridley Scott,6.9,117,UA,$7.46M,Comedy
Syriana,2005,Stephen Gaghan,6.9,128,UA,$50.82M,Drama
Calendar Girls,2003,Nigel Cole,6.9,108,PG-13,$31.04M,Comedy
The Cooler,2003,Wayne Kramer,6.9,101,R,$8.24M,Drama
Igby Goes Down,2002,Burr Steers,6.9,98,R,$4.68M,Comedy
Secretary,2002,Steven Shainberg,6.9,107,A,$4.06M,Comedy
The Majestic,2001,Frank Darabont,6.9,152,UA,$27.81M,Drama
The Rookie,2002,John Lee Hancock,6.9,127,B,$75.60M,Drama
Shadow of the Vampire,2000,E. Elias Merhige,6.9,92,R,$8.29M,Drama
Bicentennial Man,1999,Chris Columbus,6.9,132,UA,$58.22M,Drama
Any Given Sunday,1999,Oliver Stone,6.9,162,A,$75.53M,Drama
He Got Game,1998,Spike Lee,6.9,136,R,$21.55M,Drama
What Dreams May Come,1998,Vincent Ward,6.9,113,PG-13,$55.49M,Drama
Velvet Goldmine,1998,Todd Haynes,6.9,118,R,$1.05M,Drama
That Thing You Do!,1996,Tom Hanks,6.9,108,U,$25.81M,Comedy
Fly Away Home,1996,Carroll Ballard,6.9,107,U,$24.51M,Adventure
Babe,1995,Chris Noonan,6.9,91,U,$66.60M,Comedy
Homeward Bound: The Incredible Journey,1993,Duwayne Dunham,6.9,84,U,$41.83M,Adventure
Naked Lunch,1991,David Cronenberg,6.9,115,B,$2.54M,Drama
My Girl,1991,Howard Zieff,6.9,102,U,$59.85M,Comedy
Scrooged,1988,Richard Donner,6.9,101,UA,$60.33M,Comedy
Beaches,1988,Garry Marshall,6.9,123,UA,$57.04M,Comedy
Fatal Attraction,1987,Adrian Lyne,6.9,119,A,$156.65M,Drama
Ladyhawke,1985,Richard Donner,6.9,121,U,$18.43M,Adventure
Ultimo tango a Parigi,1972,Bernardo Bertolucci,6.9,129,A,$36.14M,Drama
Play Misty for Me,1971,Clint Eastwood,6.9,102,A,$11.80M,Drama
Love Story,1970,Arthur Hiller,6.9,100,U,$106.40M,Drama
Arctic,2018,Joe Penna,6.8,98,PG-13,$2.41M,Adventure
A Ghost Story,2017,David Lowery,6.8,92,R,$1.60M,Drama
Calibre,2018,Matt Palmer,6.8,101,B,$340.23M,Drama
Wildlife,2018,Paul Dano,6.8,105,PG-13,$1.03M,Drama
To the Bone,2017,Marti Noxon,6.8,107,B,$340.23M,Drama
Under the Shadow,2016,Babak Anvari,6.8,84,PG-13,$0.03M,Drama
The Diary of a Teenage Girl,2015,Marielle Heller,6.8,102,All,$1.48M,Comedy
Man Up,2015,Ben Palmer,6.8,88,R,$340.23M,Comedy
Draft Day,2014,Ivan Reitman,6.8,110,PG-13,$28.83M,Drama
Trouble with the Curve,2012,Robert Lorenz,6.8,111,UA,$35.76M,Drama
The First Time,2012,Jonathan Kasdan,6.8,95,PG-13,$0.02M,Comedy
Stoker,2013,Park Chan-wook,6.8,99,R,$1.70M,Drama
The Vow,2012,Michael Sucsy,6.8,104,UA,$125.01M,Drama
Contagion,2011,Steven Soderbergh,6.8,106,U,$75.66M,Drama
The Skeleton Twins,2014,Craig Johnson,6.8,93,R,$5.28M,Comedy
Anonymous,2011,Roland Emmerich,6.8,130,PG-13,$4.46M,Drama
Goon,2011,Michael Dowse,6.8,92,R,$4.17M,Comedy
Salmon Fishing in the Yemen,2011,Lasse Hallström,6.8,107,UA,$9.03M,Comedy
The Debt,2010,John Madden,6.8,113,18,$31.18M,Drama
Adventureland,2009,Greg Mottola,6.8,107,UA,$16.03M,Comedy
Sunshine Cleaning,2008,Christine Jeffs,6.8,91,U,$12.06M,Comedy
Rendition,2007,Gavin Hood,6.8,122,R,$9.74M,Drama
Dan in Real Life,2007,Peter Hedges,6.8,98,U,$47.64M,Comedy
The Tree of Life,2011,Terrence Malick,6.8,139,UA,$13.30M,Drama
The Hunting Party,2007,Richard Shepard,6.8,101,R,$0.97M,Adventure
Before We Go,2014,Chris Evans,6.8,95,UA,$0.04M,Comedy
The Lake House,2006,Alejandro Agresti,6.8,99,PG,$52.33M,Drama
Primer,2004,Shane Carruth,6.8,77,PG-13,$0.42M,Drama
50 First Dates,2004,Peter Segal,6.8,99,UA,$120.91M,Comedy
Thirteen,2003,Catherine Hardwicke,6.8,100,15+,$4.60M,Drama
Rent,2005,Chris Columbus,6.8,135,A,$29.08M,Drama
One Hour Photo,2002,Mark Romanek,6.8,96,R,$31.60M,Drama
The Family Man,2000,Brett Ratner,6.8,125,PG-13,$75.79M,Comedy
Ginger Snaps,2000,John Fawcett,6.8,108,A,$0.00M,Drama
Bringing Out the Dead,1999,Martin Scorsese,6.8,121,R,$16.64M,Drama
Idioterne,1998,Lars von Trier,6.8,117,R,$0.01M,Comedy
Cruel Intentions,1999,Roger Kumble,6.8,97,UA,$38.33M,Drama
Stepmom,1998,Chris Columbus,6.8,125,U,$91.14M,Comedy
Lolita,1997,Adrian Lyne,6.8,137,All,$1.40M,Drama
Great Expectations,1998,Alfonso Cuarón,6.8,111,A,$26.33M,Drama
Bulworth,1998,Warren Beatty,6.8,108,A,$26.53M,Comedy
The Ghost and the Darkness,1996,Stephen Hopkins,6.8,110,A,$38.62M,Adventure
The American President,1995,Rob Reiner,6.8,114,U,$65.00M,Comedy
Sleepless in Seattle,1993,Nora Ephron,6.8,105,U,$126.53M,Comedy
Working Girl,1988,Mike Nichols,6.8,113,UA,$64.00M,Comedy
Heartbreak Ridge,1986,Clint Eastwood,6.8,130,A,$42.72M,Drama
Rocky IV,1985,Sylvester Stallone,6.8,91,U,$127.87M,Drama
Rocky III,1982,Sylvester Stallone,6.8,99,U,$125.05M,Drama
Saturday Night Fever,1977,John Badham,6.8,118,U,$94.21M,Drama
Emma.,2020,Autumn de Wilde,6.7,124,UA 13+,$340.23M,Comedy
Three Thousand Years of Longing,2022,George Miller,6.7,108,A,$340.23M,Drama
The Lost Daughter,2021,Maggie Gyllenhaal,6.7,121,18,$340.23M,Drama
The Way Back,2020,Gavin O'Connor,6.7,108,R,$340.23M,Drama
The Call of the Wild,2020,Chris Sanders,6.7,100,PG,$62.34M,Adventure
The Professor,2018,Wayne Roberts,6.7,90,18,$340.23M,Comedy
Hillbilly Elegy,2020,Ron Howard,6.7,116,18,$340.23M,Drama
Moxie,2021,Amy Poehler,6.7,111,13,$340.23M,Comedy
Collateral Beauty,2016,David Frankel,6.7,97,PG-13,$31.02M,Drama
Purple Hearts,2022,Elizabeth Allen Rosenbaum,6.7,122,UA 16+,$340.23M,Drama
Popstar: Never Stop Never Stopping,2016,"Directors:Akiva Schaffer, Jorma Taccone",6.7,87,R,$9.39M,Comedy
The Tender Bar,2021,George Clooney,6.7,106,UA 16+,$340.23M,Drama
Obvious Child,2014,Gillian Robespierre,6.7,84,R,$3.12M,Comedy
Mistress America,2015,Noah Baumbach,6.7,84,R,$2.46M,Comedy
Jeune et jolie,2013,François Ozon,6.7,95,A,$0.05M,Drama
Clouds of Sils Maria,2014,Olivier Assayas,6.7,124,R,$1.81M,Drama
Jab Tak Hai Jaan,2012,Yash Chopra,6.7,198,UA,$3.05M,Drama
Miss Peregrine's Home for Peculiar Children,2016,Tim Burton,6.7,127,U,$87.24M,Adventure
Liberal Arts,2012,Josh Radnor,6.7,97,PG-13,$0.32M,Comedy
Your Sister's Sister,2011,Lynn Shelton,6.7,90,R,$1.57M,Comedy
Killer Joe,2011,William Friedkin,6.7,102,A,$1.99M,Drama
The Hunter,2011,Daniel Nettheim,6.7,102,R,$0.18M,Adventure
Happythankyoumoreplease,2010,Josh Radnor,6.7,100,R,$0.22M,Comedy
This Must Be the Place,2011,Paolo Sorrentino,6.7,118,R,$0.14M,Adventure
If I Stay,2014,R.J. Cutler,6.7,107,UA,$50.47M,Drama
Seeking a Friend for the End of the World,2012,Lorene Scafaria,6.7,101,R,$6.62M,Adventure
